"id" "mbikestands"
"1" 16104 30.5303867403315
"2" 15063 5.19337016574586
"3" 17010 16.2651933701657
"4" 13045 8.48066298342541
"5" 10025 9.31491712707182
"6" 12030 10.6629834254144
"7" 8015 26.5193370165746
"8" 13014 4.21546961325967
"9" 11036 26.7237569060773
"10" 6108 6.8232044198895
"11" 19028 17.524861878453
"12" 8026 7.86187845303867
"13" 16019 28
"14" 6008 28.3756906077348
"15" 16022 12.6077348066298
"16" 19115 20.8839779005525
"17" 10012 10.8618784530387
"18" 15009 16.0994475138122
"19" 20115 17.5359116022099
"20" 14103 23.8232044198895
"21" 20002 13.4254143646409
"22" 3006 8.93922651933702
"23" 21704 9.9171270718232
"24" 13041 36.4088397790055
"25" 13044 15.7624309392265
"26" 6005 40
"27" 16012 27.524861878453
"28" 42701 29.3425414364641
"29" 8035 31.4696132596685
"30" 2013 11.3977900552486
"31" 12125 0
"32" 22401 39.5966850828729
"33" 14124 20.1823204419889
"34" 35013 20.5138121546961
"35" 10013 31.4585635359116
"36" 6030 24.8839779005525
"37" 16036 33.585635359116
"38" 11029 23.8563535911602
"39" 6006 12.7845303867403
"40" 10029 18.0276243093923
"41" 15028 0
"42" 15053 16.3259668508287
"43" 11012 16.8950276243094
"44" 21204 25.9558011049724
"45" 11020 13.0165745856354
"46" 8013 23.6629834254144
"47" 33104 20.7458563535912
"48" 42703 31.5138121546961
"49" 18041 17.9558011049724
"50" 17044 19.8618784530387
"51" 14104 18.1491712707182
"52" 15022 11.1049723756906
"53" 3003 9.0828729281768
"54" 11045 9.8121546961326
"55" 20042 43.8618784530387
"56" 21303 9.96132596685083
"57" 13047 7.03314917127072
"58" 17110 21.7182320441989
"59" 19044 45.7624309392265
"60" 3012 7.71270718232044
"61" 18034 31.939226519337
"62" 12102 9.32596685082873
"63" 16038 14.3370165745856
"64" 15115 43.475138121547
"65" 23001 13.8895027624309
"66" 10002 8.03314917127072
"67" 9010 7.00552486187845
"68" 19116 21.1602209944751
"69" 20043 18.8839779005525
"70" 2010 21.8950276243094
"71" 17041 26.4088397790055
"72" 15010 6.97237569060773
"73" 18025 32.7292817679558
"74" 10161 21.9116022099447
"75" 8017 51.9558011049724
"76" 43004 9.9060773480663
"77" 6024 15.3425414364641
"78" 16105 25.9613259668508
"79" 2017 21.7016574585635
"80" 14112 10.5580110497238
"81" 15113 22.5469613259669
"82" 23006 9.03314917127072
"83" 15106 21.5801104972376
"84" 23008 9.71270718232044
"85" 42205 6.61878453038674
"86" 19020 5.62430939226519
"87" 16026 14.3204419889503
"88" 20024 23.5303867403315
"89" 15044 26.414364640884
"90" 15023 7.24861878453039
"91" 21202 29.7182320441989
"92" 20026 26.9116022099447
"93" 13107 16.7127071823204
"94" 17022 36.1933701657459
"95" 42005 4.46408839779006
"96" 14114 39.7182320441989
"97" 11022 3.88397790055249
"98" 8040 21.9171270718232
"99" 12014 44.0994475138122
"100" 7025 11.0165745856354
"101" 9018 33.3038674033149
"102" 9102 16.5303867403315
"103" 31003 19.6298342541436
"104" 18108 15.707182320442
"105" 15067 1.47513812154696
"106" 18021 15.4475138121547
"107" 16112 28.4364640883978
"108" 4101 5.15469613259669
"109" 18112 19.3922651933702
"110" 21201 10.4696132596685
"111" 20037 19.9226519337017
"112" 6012 9.51381215469613
"113" 1023 12.6961325966851
"114" 42009 26.3922651933702
"115" 11107 13.9944751381215
"116" 8037 32.7624309392265
"117" 16124 57.0441988950276
"118" 31006 15.8839779005525
"119" 1011 9.646408839779
"120" 19121 17.878453038674
"121" 10042 13.1491712707182
"122" 5005 20.7237569060773
"123" 12015 20.8839779005525
"124" 11038 13.5138121546961
"125" 22012 18.8729281767956
"126" 18028 27.9944751381215
"127" 12019 13.4917127071823
"128" 13116 16.1988950276243
"129" 22011 21.1491712707182
"130" 12032 6.51933701657459
"131" 17011 29.5524861878453
"132" 11017 32.9060773480663
"133" 20133 22.0939226519337
"134" 5018 9.61325966850829
"135" 17025 30.0276243093923
"136" 15061 7.5414364640884
"137" 7102 28.0828729281768
"138" 10024 10.3149171270718
"139" 7009 42.8121546961326
"140" 1015 11.6132596685083
"141" 8034 24.8121546961326
"142" 15069 9.2817679558011
"143" 5027 4.56353591160221
"144" 20116 14.7016574585635
"145" 18011 7.11049723756906
"146" 10032 22.4088397790055
"147" 15059 12.0110497237569
"148" 43001 5.66850828729282
"149" 14125 16.0220994475138
"150" 14115 20.4254143646409
"151" 9106 11.0828729281768
"152" 17004 13.9226519337017
"153" 20018 31.3259668508287
"154" 15047 33.9447513812155
"155" 19118 17.4917127071823
"156" 5022 8.32044198895028
"157" 18104 12.4806629834254
"158" 2020 12.0110497237569
"159" 8041 30.4198895027624
"160" 13101 4.77348066298343
"161" 13151 24.707182320442
"162" 12110 17.8839779005525
"163" 18113 20.8342541436464
"164" 33102 13.3922651933702
"165" 17028 20.2651933701657
"166" 4014 10.475138121547
"167" 19123 8.65193370165746
"168" 9034 14.0055248618785
"169" 17023 23.1767955801105
"170" 8052 27.1602209944751
"171" 17026 23.8950276243094
"172" 1007 9.14364640883978
"173" 42702 16.3646408839779
"174" 15041 22.6132596685083
"175" 1005 19.5524861878453
"176" 13055 30.5745856353591
"177" 20121 15.4475138121547
"178" 1016 12.6353591160221
"179" 16025 41.0773480662983
"180" 22101 36.3922651933702
"181" 1010 11.8563535911602
"182" 16101 27.4254143646409
"183" 17031 17.5524861878453
"184" 16031 13.9060773480663
"185" 7018 6.27624309392265
"186" 5010 12.4364640883978
"187" 43009 16.4088397790055
"188" 1001 7.57458563535912
"189" 4011 17.9502762430939
"190" 19018 44.1104972375691
"191" 2006 14.4530386740331
"192" 34010 26.6353591160221
"193" 11014 37.4640883977901
"194" 19014 9.65745856353591
"195" 17012 18.9281767955801
"196" 15027 16.6022099447514
"197" 15021 23.3701657458564
"198" 17040 41.6574585635359
"199" 9012 18.3591160220994
"200" 16043 11.817679558011
"201" 12126 26.4917127071823
"202" 13048 13.9558011049724
"203" 8113 13.646408839779
"204" 43401 14.6022099447514
"205" 19120 25.4088397790055
"206" 10153 15.0055248618785
"207" 10023 9.16022099447514
"208" 18002 17.6906077348066
"209" 28002 46.4254143646409
"210" 18032 23.4806629834254
"211" 4003 7.34254143646409
"212" 13016 26.0165745856354
"213" 5017 28.5469613259669
"214" 32603 6.90055248618784
"215" 18024 34.4088397790055
"216" 903 9.84530386740331
"217" 12018 21.4530386740331
"218" 15001 30.707182320442
"219" 21014 12.7403314917127
"220" 20041 39.4696132596685
"221" 2002 13.2762430939227
"222" 13051 8.33701657458564
"223" 17037 14.5359116022099
"224" 1006 16.0828729281768
"225" 12023 29.707182320442
"226" 13033 10.7955801104972
"227" 3013 2.76795580110497
"228" 904 17.3646408839779
"229" 14025 22.171270718232
"230" 20034 19.4198895027624
"231" 5001 18.1602209944751
"232" 22006 18.8066298342541
"233" 16008 22.5469613259669
"234" 21702 39.5690607734807
"235" 11007 26.2265193370166
"236" 8008 13
